comment,label
áo mới mà dính mực . nói chung tiền nào của đó chất lượng sản phẩm tạm được,NEG
5 quần mỗi chất một kiểu . tạm được . tiền nào của nấy,POS
chất vải khá là mát,POS
hình như vải dỏm rồi,NEG
tam on,NEU
"vận chuyển nhanh , đóng gói rất cẩn thận , bé nhà mình trộm vía ăn rất hợp , ăn và tiêu hoá tốt , sẽ ủng hộ shop lâu dài",POS
rat hai long,POS
"váy đẹp , chất đẹp , shop uy tín",POS
"áo làm bằng vải voan cát tương đối thô ráp , mặc cọ vào ng rất khó chịu , form áo đẹp nhưng vải thì chán quá",NEG
giao hàng lau bm,NEG
nhân viên giao hàng rất nhiệt tình,POS
"hàng ok , dày dặn nhé shop",POS
màu có hơi đậm hơn nhưng rất ưng,NEU
"giá rẻ nhưng chất lượng sản phẩm tốt , chuẩn nhật",POS
"sp nóng , như mặc áo mưa vậy",NEG
sản phẩm tuy rẻ nhưng chất lượng khá . nói chung là mình hài lòng với sản phẩm của shop . sẽ gọi lại khi có nhu cầu thời gian giao hàng rất nhanh,POS
thời gian dùng ko đúng quảng cáo,NEU
love,POS
áo đẹp shop nhiệt tình,POS
bộ ngủ rất đẹp chất dày dặn hơn nữa còn nhận đc món quà ngọt lịm,POS
"chất liệu vải ok nhưng size to qua , không mặc vừa , hic",NEG
sản phẩm đẹp mình thích,POS
hang re ma chat lượng rat ok,POS
"shop tư vấn nhiệt tình , sẽ ủng hộ shop dài dài",NEU
"chất lượng sản phẩm rất kém , quần ngắn hơn so với thực tế , vải cứng , ống to , đường may ẩu , nchung k nên mua , phí tiền",NEG
sản phẩm cứng rất khó sử dụng,NEG
chất lượng sản phẩm tốt đáng đồng tiền thời gian giao hàng nhanh,POS
chưa ktra nên chưa biết chất lượng,NEU
còn mỗi màu đỏ nữa là đủ màu r ạ hi chất lượng sản phẩm tuyệt vời,POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,POS
đặt 2 áo thì 1 áo bị lỗi,NEG
sp rẻ đang tiền nhưng ko biêtd mình cảm thấy mùi thơm ko được thơm lắm,POS
thích kinh khủng luôn < 3,POS
gói thì rất chắc chắn,POS
"vải đẹp , giá rẻ",POS
"thiếu mất một bộ phận trong đấy , shop làm mình thất vọng chất lượng sản phẩm tuyệt vời rất đáng tiền",POS
giao hàng nhanh gọn,POS
chất lượng sản phẩm tạm ổn,NEU
áo tuyệt đẹp shop ạ,POS
order size s ship m,NEG
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt . ung y về sp,POS
đặt màu vàng thì ra màu gì v shop,NEG
khốn nạn vcl,NEG
"đóng gói sản phẩm rất đẹp và chắc chắn , người giao hàng rất tử tế , nói chuyện rất lịch sự với khách hàng",POS
mình 52kg mặc size m vẫn hơi rộng xíu nhưng chất lượng xuất sắc,POS
nhưng ko hiểu sao mua 2 chai đều bằng dung tích nhau nhưng thực tế lại chai ít chai nhiều là sao vậy shop ơi,NEU
mìh mua giá cao hơn,NEG
"đẹp , giá tốt",POS
"áo dày , đẹp",POS
"tưởng rộng lắm , ai dè k như mình nghĩ",NEU
vì shop phải đợi nhập hàng từ trung quốc về mới có hàng gửi đi,NEU
fb : phạm võ,NEU
lớp nỉ bên trong hơi mỏng,NEG
nặng 45kg nhé,NEU
"quần đẹp lắm shop ơi , sẽ ủng hộ shop lâu",POS
"áo chất vải mát , mỗi tội rộng quá",NEU
"vải mịn , form đẹp , giá rẻ",POS
các bạn nên mua nhỏ hơn 1 size . giày đẹp y hình,POS
"thun co giãn tốt , có lỗ thông hơi , vải êm , mềm mại , sp y hình",POS
mua đc đợt flash sale 19k mà chất rất ok : d túi xinh và dễ phối đồ,POS
"vải xấu , mỏng , nóng",NEG
giao đúng màu ạ,NEU
vải dày đẹp,POS
sau này sẽ tiếp tục ủng hộ shop,POS
"shop phục vụ rất tốt , hàng đẹp , chất lượng",POS
áo này m thấy mỏng,NEG
hơi rộng shop ơi,NEG
"mua 3c màu đen , vàng , nâu đất thì giao nhầm 1 màu đen thành đỏ",NEG
"đồ chất đẹp , mát , giá rẻ so với chất lượng",POS
"vải mỏng , đường may hơi ẩu , vừa xỏ tay áo vào đã thấy tuột chỉ ở cổ tay",NEG
"chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh , rất thích shop , ủng hộ dài dài",POS
mong muốn đổi lại cũng không cho,NEG
quá đẹp shop ạ,POS
"áo đẹp vch , cả chủ shop cũng nhiệt tình nữa",POS
nói chung là tàm tạm,NEU
áo đẹp chất đẹp mặc lên rất ưng ý : mua 1 lần là muốn quay lại,POS
ủng hộ lâu dài nói chung hàng trên cả tuyệt vời rất rất đep,POS
sách đẹp đóng gói sản phẩm rất đẹp và chắc chắn,POS
"shop nhiệt tình , dễ thương , ship hàng nhanh , khi hàng order về cũng thông báo cho mình biết để cbi",POS
vải mềm đẹp lắm,POS
màu vải ít giống với hình ảnh thực tế,NEG
áo chất lượng sản phẩm tuyệt vời rất đáng tiền,POS
thẳng đuột,NEG
"form khá ổn , lót giày và phần uper khá mỏng nhưng phù hợp với mức giá",POS
vải tạm dc,POS
iu shop dễ sợ,POS
hạn hán lời,NEG
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,POS
má xài êm lắm,POS
hôm nào sẽ qua shop ủng hộ tiếp,POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn yêu chị nhi lắm,POS
"đã nhận được sản phẩm , chất lượng hợp với giá cả nên cũng ko mong muốn được nhiều",POS
"đóng gói sản phẩm chắc chắn , giao hàng nhanh",POS
gối màu nâu nhưng mền màu hồng,NEU
mặc ok,POS
màu này thì chuẩn vải cũng rất dày và đẹp rất chất lượng,POS
chat luong kem khan mong dung la lua dao mua mot lan ko co lan 2,NEG
nhìn xót lắm luôn,NEG
mac hoi rong,NEG
hàng size 34 mà quá to,NEG
shop bán hàng đúng chất lượng giá lại siêu rẻ se ủng hộ shop dài dài,POS
và con nào ăn thì con đấy chết,NEG
ng bán hãm lìn nhất từng gặp,NEG
1 quần chật ko mặc được,NEU
hơi nhẹ,NEU
hài lòng về châdt lượng,POS
thanks shop nhìu nhìu và chắc sẽ còn ủng hộ nữa,POS
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh nhung ma k thik chat lieu vai nay lam,POS
rất chán,NEG
kem đánh lên mịn quá trời lun,POS
ảnh của sản phẩm ko thật như trên hình,NEG
"mình cao 1m60 nặng 50kg , có điều đùi vs bắp chân hơi to nên lấy xl , khi mặc nhìn rất đẹp lên form chuẩn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền",POS
tàm tạm chất lượng sản phẩm tuyệt vời,POS
bó cánh,NEG
"tuyệt vời từ giá cả tới khuyến mãi , cách đóng gói và vận chuyển",POS
"sản phẩm dùng rất ổn , rất thích",POS
mau trang rong hon mau den qua nhiều,NEG
"chất son khá mướt , so dùng rất thích",POS
đường may không đều thẳng,NEU
thời gian giao hàng rất nhanh . nhưng túi lọc rác máy giặt thì chẳng thấy lọc được cái j cả . không thấy hiệu quả như shop giới thiệu,NEG
set áo len màu nâu đất này form tôn dáng rất xinh,POS
shop rất dễ thương đã sẵn lòng cho đổi size giầy,POS
cổ ko đc ôm cho lắm,NEU
"đóng gọi đẹp , nhỏ gọn . 1lan nua xin cảm ơn shop",POS
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời,POS
chất lượng sản phẩm tuyệt vời vải dày dặn hình in chắc chắn,POS
mình mua đến lần thứ 3 rồi,POS
chất liệu vải sao sao ý,NEG
"giày 9000 mà quá đẹp , k thể tưởng tượng nổi",POS
thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS
"giao hàng khá lâu , chất thun áo ko tốt lắm phải may thêm cho khít , tạm tạm",NEG
màu hồng dễ bị dính màu,NEG
áo màu đẹp sờ vào mịn ơi là mịn tóm lại là em hết sức hài lòng,POS
áo khá mỏng và cụt hơn mình nghĩ đóng gói sản phẩm ok,NEG
"ok , tốt",POS
cái áo đen gì mà có 3 cái nút à mặc mà mát luôn người,NEU
"hài lòng , rất mong thời gian nạp thẻ nhanh hơn",POS
chuẩn màu chuẩn hình,POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ao dep lm sop oi ung ho sop tip chu sop de thuong,POS
áo phù hợp giá tiền,POS
chuẩn hàng như trên,POS
shop phục vụ rất tốt rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,POS
2 bên giầy không cân lắm,NEU
đầm đẹp hơi rộng giao hàng nhanh,POS
"chất lượng sản phẩm tạm được , shop giao hàng nhanh",NEU
"đóng gói sản phẩm rất đẹp và chắc chắn , chất hơi cứng",POS
shop giao hàng nhanh lắm luôn .sp ok .mà mình bận hơi rộng xíu .tks shop,POS
mik cao 155m năng 44 kí thôi bạn,NEU
thời gian giao hàng nhanh phục vụ rất tốt,NEU
t sẽ ủng hộ shop dài dài,POS
"rất đáng tiền , thời gian giao hàng rất nhanh",POS
lần này là lần t2 mình mua,POS
đắt so với giá thị trường,NEG
quá bực mình với người giao hàng,NEG
nhưng size xl đắt hơn nhưng lại mỏng hơn size l,NEG
"vải trơn , mỏng",POS
noi tom lai xau hon trong hinh,NEG
bực ơi là bực luôn,NEG
k đúng với màu sản phẩm đã đặt,NEG
chất mặc nóng,NEG
đóng gói sản phẩm chắc chắn shop phục vụ khá tốt thời gian giao hàng nhanh tuy nhiên chất vải chưa đc mát lắm,POS
đáng để thử,POS
"hàng đẹp , sẽ ủng hộ tiếp chất lượng sản phẩm tuyệt vời",POS
"mọi thứ đều tốt , banh hơi mau dơ thôi",POS
chat luog k tot nk,NEG
phom ngắn lại rộng ống tay k ôm mà loe,NEG
quần của shop quá đẹp luôn,POS
có kèm 2 miếng lót,NEU
"thời gian giao hàng rất nhanh . nhưng vải hơi cứng , có vài chổ bị lem màu",NEU
"sản phẩm sau khi mặc thì thấy nhăn , bục chỉ dưới nách măc dù m mặc rất rộng",NEG
áo hơi cũ cổ vs ống tay ko giống hình mặc lên ng thì đẹp,NEU
nhưng ship hàng quá lâu,NEU
"ở ngoài màu xỉn hơn màu nâu đất , k đc tươi như hình",POS
ai muốn mặc váy 1 lần thì mua,NEU
và,NEU
"chất lượng sản phẩm tuyệt vời , hạt to , vàng , nói chung là rất hài lòng . vote 5 sao cho shop",POS
"đồ cực xinh yêu luôn , chị chủ dễ tính , nhiệt tình hài hước nữa",POS
"áo rộng , cỡ l cho 50 - 55kg , nhưng chắc phải cao cao chút mặc mới đẹp",POS
hàng quá đểu giày đỏ bị sport đỏ bị loang lổ ra đế giày,NEG
"mẫu đẹp y chang hình vậy đoáa , mình rất sợ mua đồ online mà mua mẫu này về mình ưng dã man vì quá xinh",POS
mới nhận về sạc ko lên cứ 1 vạch nản mình bộ đội ko ra ngoài đc,NEG
tuy nhiên chỉ vừa với mấy bạn dưới 50kg thôi,NEU
giao hàng nhanh nhưng giao lộn màu cho mình nhưng không sao,NEU
mình không hài lòng,NEG
không tệ,POS
nhưng cũng mất công đợi hàng vậy là cũng được rồi,POS
shop gửi hàng khá nhanh,POS
đã mua 1 lần và giờ mua thêm thôi,POS
sẽ mua lại khi cần,POS
dùng 2 ngày thấy hút và lau sạch dù đường đi chưa thông minh lắm,POS
"thời gian giao hàng rấtnhanh , h rất đáng tiền",POS
thời gian giao hàng rất nhanh chất tạm dc vẫn cho 5,POS
mình sẽ tiếp tục ủng hộ shop này,POS
mình mua vàng đen lại gửi cho mình đỏ đen,NEG
chất lượng sp thì ok,POS
"ưng ý , vãi đẹp",POS
ny em thấy em mặc đẹp qua đòi cái áo này để mặc luôn rồi,POS
như loz ý,NEG
i excited about this bok,POS
"bạn nào cao 1m65 thì sinh ra để dành cho nó , mình 1m61 hơi dài 1 chút",NEU
tiền nào của nấy,NEU
chất được,POS
dễ thương quá shop,POS
1 set luôn ạ,POS
k nhìn đc luôn chứ sao mà xài,NEG
"hàng đẹp lắm , cảm ơn shop",POS
"vải dày dặn nhưng màu ko được sáng , tươi như ảnh",POS
chất lượng sản phẩm tuyệt vời màu có hơi tối hơn trong hình của shop,POS
đáng giá tiền,POS
shop chắc đông khách nên thôi mình cũng ko đôi thành sz m nữa vì đổi chắc sợ cũng ko mặc đẹp,NEU
cách phục vụ cũng rất tốt,POS
đẹp mà rẻ nua,NEU
chat lượng san pham qua chan,NEG
bị rách một xíu đó đóng gói sản phẩm rất kém giá cả chấp nhận được,NEG
"hộp đóng gói cẩn thận , may nhất là phụ đề tiếng anh chứ ko phải tiếng tq",POS
"áo giống hình , vải đẹp , hơi ngắn",POS
"áo trẻ trung , mình sẽ mua mỗi màu 1 cái để dành luôn",POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS
đầu tiên em muốn nói là shop giao hàng rất nhanh ạ,POS
váy bị lỗi hở đường mai,NEG
"quá tuyệt vời , lần đầu tiên đánh giá trên shopy , chị chủ nhiệt tình nhất hệ mặt trời , shop bán đồ rất đẹp , gói hàng cẩn thận , giá cả vừa phải , chất vải thì khỏi bàn , ủng hộ shop dài dài k",POS
nhưng áo bị bung chỉ nhiều,NEG
áo toàn thấy chỉ k à,NEU
giá rẻ quá thì chấp nhận chất lượng tốt không thể đi kèm,POS
"thời gian giao hàng chậm , đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền",NEU
màu khác hoàn toàn mầu chọn . 3 cái không ưng mầu cái nào,NEG
đóng gói sản phẩm rất đẹp và chắc chắn . sẽ ủng hộ shop dài nhé,POS
"chất lượng sp tuyệt vời , chủ sop nhiệt tình , chu đáo",POS
"very god , sẽ ủng hộ shop dài dài",POS
sao cái ảnh nó là lá mà xanh mà nhận hàng nó là màu vàng z shop nhưng mà giá cả chấp nhận được nên thôi,NEG
lần sau sẽ ủng hộ shop tiế,POS
sản phẩm rất ưng ý và đẹp,POS
"sản phẩm đẹp , vừa với tiền , phối với đồ nào cũng đẹp suất sắc",POS
giao nhầm màu be,NEG
áo hơi bự chút nhưng xinh ạ,POS
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm kém thời gian giao hàng rất nhanh quá mỏng,NEG
"chất lượng sản phẩm tạm được , tay áo ngay nách hơi chật",POS
"mọi ng nên nhắn tin hỏi shop tư vấn , mìn ngại đổi nên ok luôn",POS
sẽ luôn ủng hộ shop,POS
"tuy nhiên , cổ của tất cao hơn so với hình chụp nên khi đi cùng giầy bị xấu",NEG
hàng y hìn,POS
chất lượng sản phẩm hợp vs giá tiền,POS
rất đẹp chỉ có dập li hơi k đẹp tí thôi ạ,POS
chất nỉ trơn cực mịn ấy ạ thích lắm shop ạ,POS
shop phục vụ rất tốt thời gian giao hàng chậm chất lượng sản phẩm tuyệt vời,POS
chất lượng sản phẩm tuyệt vời . ghét mỗi người ship hàng giong khó nghe,NEU
vải dày,NEU
đóng gói và giao sản phẩm nhanh,POS
"vải được , nhưng bé 10kg mà shop gửi cho váy rộng thế này thì bao giờ bé nhà e mới mặc được shop ơi",NEU
giao hàng hơi lâu nhưng áo đẹp ạ,POS
"cách tư vấn của shop ko nhiệt tình , khó chịu",NEG
thời gian giao hàng rất nhanh nhưng em đặt size m mà shop lại giao size l nên hơi bị rộng ý = nhưng chất lượng rất tốt nên em sẽ tiếp tục ủng hộ nha hi < 3,POS
"mình đặt trắng , be , đen , xanh rêu lại giao thành 2 màu đen",NEG
thời gian giao hàng rất nhanh chất lượng thì đôi giày hơi méo xíu,POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh sẽ ủng hộ shop dài dài,POS
giày ok nhưng chắc do vận chuyển nên hộp méo mó quá,POS
"áo đẹp hơn mong đợi , đường may cung rất đẹp",POS
chân vay 3 tầng thì vừa chứ chân vay karo chật,NEU
gửi hàng ko có dây đeo chéo,NEG
"đường thêu đẹp , chắc chắn",POS
lở rồi biết sao,NEG
hình thức thì đc so với giá tiền chỉ tại chưa thu len ko biết có hoạt động va sáng ko đóng gói sản phẩm chắc chắn,NEU
tận tình,POS
chỉ dư hơi nhiều,POS
nhưng hàng ok,NEG
"đầm lên form đẹp , chủ shop tư vấn dễ thương xỉu",POS
"khá đẹp , nhưng thật sự âm thanh không to",NEU
"tất đẹp xinh lắm ấy , hình ngộ nghĩnh , đáng iu vô cùng",POS
rất hài long vs hàg của a,POS
sáp cũng thơm,POS
áo đẹp nhưng hơi nhăn xíu .chắc giặt sẽ hết .hình thêu đẹp,POS
nữ ok,NEU
tay áo may hơi ẩu,NEG
form áo quá rộng so với size,NEU
giày bị ố vàng,NEG
"hàng đẹp , rất mềm và nhẹ",POS
"một sản phẩm tuyệt vời cho chị em , giúp tiết giảm sức lao động và thời gian cho việc chăm sóc nhà cửa",POS
"chất lượng sản phẩm tuyệt vời , shop rất dễ thương",POS
uống cũng không khó chịu như thuốc khác,POS
nói chung là ưng ý,POS
"cảm ơn shop nha bán hàng cực có tâm luôn , shop còn hoàn lại tiền cho mình do đơn hàng có 1 sp shop hết hàng",POS
không đung size,NEG
thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,POS
bạn nào mà cân nặng từ 40k cao 1 m52 trở lên có thể mặc được size m đấy chất lượng rất tốt,NEU
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh chất lượng sản phẩm tốt,POS
áo hơi mỏng nhưng cũng đc,POS
hàng quá xấu,NEG
"con đầu rất ưng nhưng con gửi sau cho mình vỏ nát be nát bét nha bác , chú ý khâu đóng gói cho mình",NEG
"áo đẹp , xinh mềm mại",POS
thái độ nói chuyện với khách chua chát,NEG
gửi dư 10 tấm j ko bt,NEG
đồ đẹp lắm ạ mà chị chủ còn nhiệt tình dễ thương còn giảm cho nữa nói chung em sẽ luôn ủng hộ ạa,POS
chất liệu tốt hàng rất đẹp,POS
xem hình tự hiểu,NEU
"áo nóng , vải có vẻ sẽ nhăn",NEG
"áo chất đẹp , màu hơi tối hơn chút thôi . 10 sao cho cách phục cụ của shop luôn",POS
shop phục vụ rất tốt nhưng quần k như hình,NEU
áo k giống hình,NEG
chat luong tuyet voi .thoi gian giao hang nhanh,POS
dáng áo tuy không đẹp như hình nhưng với giá như vậy là quá ổn,POS
cầm gói quần áo mà như tập tài liệu : bằng phẳng vuông góc,POS
chất đẹp lắm nhg mà m mặc vừa zin,POS
"áo y hình , chất hơi cứng nhưng nói chung nhìn rất ưng",POS
các pn nên mua ở shop,NEU
sẽ ủng hộ chị nhiều ạ,POS
vải đẹp mặc mát tôn dáng,POS
gói hàng đẹp chắc chắn đúng như mn nói,POS
k thì coi như mất xèg nhu,NEU
"gửi sai hàng , nhắn tin mấy lần ko hề phản hồi",NEG
from rộng hơn size,POS
"giày đẹp , y hình , giao hành nhanh",POS
chất lượng sản phẩm ở mức tạm được do làm light tóc chưa đều cho lắm,POS
sản phẩm xinh y hình ạ < 3 shop trả lời tin nhắn cũng dễ thương nữa ạ < 3,POS
sai mẫu đặt,NEG
ib shop k trả lời shop phục vụ rất kém,NEG
quần thì size l áo thì như size s bé tí đóng gói sản phẩm rất đẹp và chắc chắn,POS
"áo đẹp , tớ mặc vừa lắm , cảm ơn shop",POS
sẽ ủng hộ shop liên tục,POS
mình có delay hàng 1 lần nhưng shiper rất thông cảm và giao hàng đúng hẹn,POS
màu trắng nhìn như phai màu,NEU
nhưng thật sự bất ngờ vì chất lượng sp tốt hơn tưởng tượng,POS
"quần đẹp , tiền nào của nấy , vải hơi bóng quá",POS
âm thanh rất dở,NEG
rất ưng sản phẩm,POS
"form áo hơi nhỏ , mn nên đặt size to hơn để mặc vừa",NEU
chọn màu xanh nhưng nhận màu hồng,NEG
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS
"ngon và đóng gói cẩn thận thank shop , hết mình lại mua tiếp ạ",POS
"ngũ cốc nhiều loại hạt , ăn rất ngon",POS
quần ngắn quá mặc không đẹp so với hình ko giống quần 9 tất cũng ko giống quần dài,NEG
mùi hơi ghê,NEU
ko biết là giao lộn hay do mình nhỉ,NEU
váy bị rách,NEG
đóng gói sản phẩm kém shop phục vụ kém,NEG
như kh sao,NEU
chất lg sp k đáng tiền,NEG
quần đợt 2 đặt tận 7 chiếc mà chất quần hoàn toàn xa với đợt 1,POS
giá lại rẻ chất lượng sản phẩm tuyệt vời,POS
sẽ gợi ý cho bạn bé mua,POS
k hài lòng về cách mô tả sp của shop dẫn đến việc nhận đc sp k dùng đc,NEG
vẫn cho shop 5 sao vì phục vụ cũng tốt,POS
hàng chỉ giống mỗi màu,NEU
đóng gói kỹ,POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POS
zie thì k giống mình bảo,NEU
chất áo ok lắm ạ,POS
e đặt áo hồng mà gửi trắng,NEU
"không đúng quần thái lan wacoal như giới thiệu sp . hàng việt nam , tuy nhiên mẫu mã , bao bì đẹp",NEG
"lần trước mua thì 3 ngày mới nhận đc hàng , nhưng lần này mới đặt hqua thì hnay đã nhận đc hàng rùi , dù nhà e ở xa hi",POS
chất lượng sản phẩm tạm được đóng gói sản phẩm kém,NEG
"áo rộng so với mình , giá rẻ nên vậy là ok",POS
hình in ko dc sắc nét lắmp,NEG
sục rất đẹp,POS
áo đẹp nhưng dáng mà rộng hơn chút nữa thì đẹp vì mình thích oversize,POS
chất lượng quá tồi,NEG
"chất vải dày dặn , giao hàng nhanh , rất hài lòng về shop",POS
shop phục vụ rất là nhiệt tình,POS
mình mặc hơi rộng xíu,NEG
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền,POS
khong thich lam,NEG
mua 3 quần nhưng shop ship thiếu 1 quần,NEG
kích thươc chuẩn chỉ có 42 thôi ko phải là 44,NEU
ta nói hàng đẹp dã man ưng hết í,NEU
"áo mặc rất thoải mái , màu sắc rất tôn da",POS
chất vải đẹp & mát,POS
áo và chất đều oke,POS
đồ siu đẹp mình sẽ ủng hộ shop nhiều,NEU
"vải đẹp , shop thì nhiệt tình",POS
áo đẹp . vải mịn . rất tốt nè . sho shop 5 * nhé . chỉ có điều shop rep hơi chậm thôi . shop cải thiện thêm nhia,POS
ko mặc nổi,NEG
"áo đẹp hơn hình luôn , ưng cực kỳ , vải dày dặn mặc rất ấm , đường đan cũng đẹp , rất đáng tiền",POS
"shop tư vấn mình lấy size m nhưng size m hơi bé và ngắn , sau đó shop liên hệ với mình cho mình đổi size , cảm thấy rất uy tin ạ",POS
"bánh ngon , thơm , giao hàng date mới căng",POS
size m mà rộng như xl .mà áo đẹp nên cho 5sao,POS
chất lượng sản phẩm tốt shop phục vụ khá tốt,NEG
đẹp hơn trong hình lun,POS
vì lười ra ngoài mua nên chất lượng cũng ok,POS
áo này dày hơn và chất đẹp hơn cái màu trắng mk mua,POS
giày xinh cực mn nên mua nhé,POS
đặt hôm trước hôm sau nhận dc ngay,POS
"ban đầu mình nghĩ là ren mỏng , nhưng nhận đc thì thấy ren đẹp hơn mình tưởng tượng",POS
sản phẩm kém nên xem kĩ trước khi mua,NEG
mất chín trâu mười hổ mới mở ra được,POS
form áo hơi rộng,NEU
cho vào giặt lấy ra vẫn sạch tinh,NEG
"chất lượng kém vải cứng k mềm , đường may ẩu , dáng bị hẫng",NEG
vải hơi mỏng nhưng mát . giặt lần đầu thì váy bị co đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS
"độ bám màu tốt , màu lên đều và chuẩn , không bột cũng không khô môi ( nếu bạn chăm tẩy tế bào chết cho môi",POS
"đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng hơi chậm , chất lượng ok",POS
"giao sai áo , đặt áo lót đúc bàn tay nâng ngực giao hàng lại giao áo này",NEG
mau dam wa .mac ao mong k dc .ao bi loi quai,NEG
"áo in đẹp quá , sản phẩm gói đẹp",POS
chất lượng sản phẩm tốt nhưng hơi bị chật rồi shop,POS
áo thì đẹp nhưng cái áo lưới hơi nhỏ dù đã đặt size l,POS
áo giao mình không giống màu áo trong hình và còn bị lỗi sút đường chỉ may,NEG
shop phục vụ rất tốt rất đáng tiền chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS
"giao sai màu , chất áo với giá như vậy là được",NEG
shop phục vụ rất tốt . đóng gói sản phẩm đẹp và chắc chắn,POS
"giống hình , nói túm lại là ok",POS
đẹp và chất lượng : mơn shop nhiều tuy size l hơi rộng quá : v nhưng nói chung tốt,POS
mình có phản ánh và hoàn lại sản phẩm nhưng người bán không phản hồi,NEG
quần mặc chiều dài vừa tầm ( mình 1m57,POS
với áo hơi rộng,NEG
màu 16 lên môi nhu màu hong nude zay,NEU
mau giong hinh nhung mong,NEU
bị thiếu nơ,NEG
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh,POS
"hoi han khi mua cái này , hông biết nó gởi cái mùng hay cái áo",NEU
chất lượng sản phẩm tuyệt vời mặc rộng rãi thoải mái,NEU
được tặng thêm quà nữa,POS
khách ko biết phom ntn nên đặt xl sợ bị bó,POS
làm ăn để đức lại với,NEU
"chất liệu vải được , đóng gói sp mh k thích lắm",NEU
đẹp mà quá to,NEU
mình hỏi mà trả lời mất dạy lắm,NEG
cổ quá rộng,NEG
áo ngắn hơn so vs mẫu mặc nhiều lắm,NEU
tạm ổn,NEU
chẳc do tay mình to . thời gian giao hàng rất nhanh,POS
nt shop k trả lời,NEU
chất lượng sản phẩm tuyệt vời . 5 sao,POS
màu da hơi tối,NEU
"đẹp lắm ạ , êm nua",POS
tk shop nhiều nhé,POS
áo đẹp như ảnh chỉ bị cái sz hơi to,POS
không giống hình,NEG
cạch tới già,NEG
màu 09 hông phải hồng đất . giống hồng sen dạ quang hơn,NEU
chữ in dễ tróc ra,NEU
mặc vào đau phần nách,NEG
tào lao chị nào,NEG
gưi thiếu hàng nhưng khi hỏi thì chỉ nhắn b bấm hoàn trả đi rồi shop kiểm tra lại nhưng mãi k thấy shop kiểm tra và hoàn trả,NEG
"mặc dù biết áo gấp nhỏ vào để dễ vận chuyển nhưng thực sự là nó quá nhàu và nhiều nếp gấp dù đã giặt nhưng vẫn còn chắc phải là mới phẳng ra được , áo mặc vào hơi ngứa",NEU
"shop phục vụ chu đáo , nhiệt tình và lịch sự lắm",POS
tay áo k dài như hình,NEG
"hàng chất lượng , sẽ giới thiệu bạn ủng hộ shop",NEU
giầy đi nhẹ và khá êm chân,POS
cảm ơn,POS
"chất lượng sản phẩm tuyệt vời , áo đẹp thun mịn sẽ ủng hộ dài dài",POS
"giao hàng nhanh , chất lượng sp bước đầu tốt",POS
